Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Volatility_5d,MA_50d,MA_20d,Volume_Change,Volume_MA_5d
2024-11-11,223.98373413085938,225.45212091614073,221.25673663335022,224.7528927426808,42005600,,,,,,,
2024-11-12,223.98373413085938,225.34224111445195,223.11469448970428,224.30339000560164,40398300,0.0,0.0,,,,-3.8263945759613005,
2024-11-13,224.8727569580078,226.4010754152989,222.5153482196322,223.76397540644066,48566200,0.3969140127956905,0.3969140127956905,,,,20.21842503273652,
2024-11-14,227.9693603515625,228.61864039722624,224.7528954725484,224.77287777547028,44923900,1.3770469288696185,1.7794266338887699,,,,-7.49966025754537,
2024-11-15,224.7528839111328,226.67077335813082,224.023689933323,226.15134020310103,47923700,-1.4109248872170355,0.3433953734444328,,,,6.67751464142694,44763540.0
2024-11-18,227.7695770263672,229.4876892234719,224.92270099550518,225.00261496304853,44686000,1.3422266547766126,1.6902311724546815,1.1472245014086657,,,-6.755947474840218,45299620.0
2024-11-19,228.02928161621094,229.90722171238716,226.41106572007726,226.73070634208972,36211800,0.11402075432298542,1.8061791411102979,1.13985993397135,,,-18.963881305106746,44462320.0
2024-11-20,228.7484893798828,229.67746064503265,225.64190448211673,227.80951934283004,35169600,0.3154014951826989,2.127277352309731,1.1398518476038073,,,-2.8780673703047044,41783000.0
2024-11-21,228.26902770996094,229.90722593821596,225.46211628612434,228.6286329426038,42108300,-0.20960211419173147,1.9132164198128354,0.9929911563187642,,,19.729254810973117,41219880.0
2024-11-22,229.61753845214844,230.46661102927646,227.80952873867182,227.80952873867182,38168300,0.5907550208260837,2.5152738626982307,0.5873807627638887,,,-9.356825138986846,39268800.0
2024-11-25,232.61424255371094,232.99383009111634,229.48769048234254,231.2058026888721,90152800,1.3050850217118715,3.853185346847221,0.5730285099259326,,,136.1981015659592,48362160.0
2024-11-26,234.8018341064453,235.31128373473052,233.07373841155265,233.07373841155265,45986200,0.9404374937313831,4.829859640283329,0.5807126914760891,,,-48.99082446690508,50317040.0
2024-11-27,234.67198181152344,235.43115689965902,233.55321672420507,234.21249554010248,33498400,-0.055302930411949,4.771885655955521,0.6444496198987338,,,-27.15553796573755,49982800.0
2024-11-29,237.06935119628906,237.5488197625333,233.71304074851764,234.55211454995276,28481400,1.021583133299253,5.842217568256336,0.5223654201259215,,,-14.976834714493826,47257420.0
2024-12-02,239.3268585205078,240.52553753151284,236.89953466637493,237.00941446483552,48137100,0.9522560857517126,6.850106526344635,0.5179948392470403,,,69.01240809791653,49251180.0
2024-12-03,242.3834991455078,242.49337894569658,238.6376176509325,239.54662188503684,38861000,1.2771824457546543,8.214777330169266,0.5117475392888844,,,-19.270167916222626,38992820.0
2024-12-04,242.74310302734375,243.84190102311462,240.9850414761411,242.60325739533934,44383900,0.1483615357908752,8.37532643576897,0.5852592885985237,,,14.211934844702911,38672360.0
2024-12-05,242.7730712890625,244.2714238935446,241.86408229295347,243.72204013219255,40033900,0.01234566969978701,8.388706095606802,0.5647573671092011,,,-9.800851209560225,39979460.0
2024-12-06,242.5732879638672,244.3613305629988,241.8141281502541,242.6432183998472,36870600,-0.08229220981327279,8.299510634172712,0.6127162150348701,,,-7.901553433465136,41657300.0
2024-12-09,246.47900390625,246.96847124510987,241.48449521514058,241.56440918324205,44649200,1.6101179050533432,10.043260445978675,0.7895436551103325,,233.171630859375,21.097025814605686,40959720.0
2024-12-10,247.4978790283203,247.93739821602466,245.0705399660552,246.61884065291167,36914800,0.4133719732402952,10.498148443102174,0.6907768824388641,,234.34733810424805,-17.322594805730006,40570480.0
2024-12-11,246.2192840576172,250.52454792031958,245.98952569372008,247.68767076725757,45205800,-0.5166084556857187,9.927305664868946,0.8099704323261366,,235.45911560058593,22.459826411087146,40734860.0
2024-12-12,247.68768310546875,248.46682524629017,245.41017310687806,246.61885092340057,32777500,0.5963785710253022,10.582888559559711,0.8024676946840968,,236.599861907959,-27.492711112290902,39283580.0
2024-12-13,247.85748291015625,249.01619729452798,245.96955931284188,247.54782582286595,33155300,0.06855399612875068,10.658697548701902,0.7821847930729292,,237.59426803588866,1.1526199374571,38540520.0
2024-12-16,250.7642822265625,251.10392039685559,247.3780059899919,247.71764416028498,51694800,1.1727704494844282,11.95647005333742,0.6268659008605296,,238.89483795166015,55.917153516933936,39949640.0
2024-12-17,253.20159912109375,253.5512208135588,249.50566587259755,249.80533943156328,51356400,0.9719553649706558,13.044636970452594,0.6884263782302824,,240.16643905639648,-0.6546112955268191,42837960.0
2024-12-18,247.77757263183594,254.0007260278641,247.46791553993853,251.88305927654196,56774100,-2.1421770273511442,10.623020726619071,1.3398013802330104,,241.15385360717772,10.54922073977147,45151620.0
