Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Volatility_5d,MA_50d,MA_20d,Volume_Change,Volume_MA_5d
2024-11-05,241.32000732421875,242.11000061035156,233.47999572753906,236.88999938964844,370600,,,,,,,
2024-11-06,239.3000030517578,248.5500030517578,234.88999938964844,248.5500030517578,932500,-0.8370645661994414,-0.8370645661994414,,,,151.61899622234216,
2024-11-07,244.97999572753906,245.1699981689453,236.6300048828125,237.35000610351562,778400,2.373586545484807,1.5166535273650306,,,,-16.52546916890081,
2024-11-08,268.0,275.5199890136719,253.83999633789062,256.8999938964844,1582900,9.39668735159227,11.055856069130687,,,,103.35303186022608,
2024-11-11,275.70001220703125,279.3999938964844,267.29998779296875,268.1600036621094,815400,2.873138883220605,14.246645051946395,,,,-48.486954324341404,895960.0
2024-11-12,275.1000061035156,276.05999755859375,271.239990234375,275.69000244140625,683000,-0.2176300605547521,13.998010009138074,4.062141092906241,,,-16.237429482462595,958440.0
2024-11-13,269.05999755859375,276.57000732421875,266.989990234375,275.4700012207031,407800,-2.1955683064031284,11.495105831447173,4.391435625932618,,,-40.29282576866764,853500.0
2024-11-14,261.1600036621094,267.5799865722656,258.1499938964844,266.4599914550781,742900,-2.9361458292453846,8.221446931764408,5.011558671173039,,,82.17263364394312,846400.0
2024-11-15,260.1199951171875,264.7099914550781,257.42999267578125,261.0,916800,-0.3982265777065286,7.790480367303565,2.249993059575842,,,23.408264907793775,713180.0
2024-11-18,260.67999267578125,263.92999267578125,260.010009765625,260.1000061035156,679100,0.2152843184321407,8.02253636829704,1.3759113726723446,,,-25.927137870855145,685920.0
2024-11-19,261.989990234375,265.2699890136719,259.17999267578125,259.3900146484375,437600,0.5025309173700476,8.56538301127503,1.5221392236094686,,,-35.5617729347666,636840.0
2024-11-20,266.5799865722656,267.04998779296875,260.6300048828125,262.239990234375,516800,1.751973933730988,10.467420222687785,1.7319305144873913,,,18.098720292504566,658640.0
2024-11-21,262.0,267.42999267578125,261.9200134277344,267.42999267578125,738900,-1.7180534184714769,8.569530933254654,1.2701963956346025,,,42.976006191950454,657840.0
2024-11-22,262.92999267578125,264.57000732421875,259.6300048828125,262.8299865722656,458000,0.35495903655773375,8.954908294250586,1.2450949884361364,,,-38.015969684666395,566080.0
2024-11-25,266.5799865722656,267.3299865722656,263.79998779296875,264.82000732421875,589000,1.3881999004142553,10.467420222687807,1.349761805820967,,,28.60262008733625,548060.0
2024-11-26,266.4200134277344,269.1400146484375,263.6400146484375,265.9100036621094,522200,-0.060009435287400326,10.401129347635617,1.3682242449653803,,,-11.341256366723263,564980.0
2024-11-27,266.9200134277344,272.55999755859375,266.2300109863281,267.57000732421875,414400,0.18767358861935257,10.60832310895863,1.1223810876355784,,,-20.643431635388744,544500.0
2024-11-29,266.7799987792969,267.8999938964844,264.69000244140625,266.3599853515625,250900,-0.05245565764794291,10.550302785658472,0.5986186100772789,,,-39.454633204633204,446900.0
2024-12-02,266.489990234375,270.19000244140625,264.5299987792969,267.5799865722656,610000,-0.10870700436647063,10.430126863182121,0.6351076893654595,,,143.12475089677164,477300.0
2024-12-03,269.6600036621094,270.55999755859375,264.79998779296875,265.1300048828125,662800,1.1895431513005095,11.74374087425556,0.5479772765971149,,262.58849945068357,8.655737704918032,492060.0
2024-12-04,269.2099914550781,270.80999755859375,265.54998779296875,270.010009765625,508700,-0.1668813323888907,11.557261430623411,0.5640256604538862,,263.9829986572266,-23.24984912492456,489360.0
2024-12-05,267.5799865722656,275.3399963378906,267.010009765625,269.0,518300,-0.6054771124958336,10.881807745333848,0.6728529135397749,,265.39699783325193,1.8871633575781477,510140.0
2024-12-06,265.4599914550781,270.2900085449219,264.69000244140625,267.3900146484375,443100,-0.7922846339686762,10.00330822070088,0.7749488928646686,,266.4209976196289,-14.508971638047463,548580.0
2024-12-09,265.1199951171875,267.1000061035156,263.17999267578125,266.0899963378906,437200,-0.12807818459835696,9.862417980533667,0.7750719550056963,,266.2769973754883,-1.3315278718122325,514020.0
2024-12-10,274.7900085449219,278.7099914550781,263.6400146484375,266.8800048828125,781500,3.6474100806542564,13.86955088880617,1.8424175352975822,,266.2314971923828,78.75114364135408,537760.0
2024-12-11,273.4700012207031,279.3900146484375,273.1700134277344,277.4100036621094,663900,-0.4803694760258992,13.322556323848577,1.87125417141302,,266.1499969482422,-15.047984644913626,568800.0
2024-12-12,271.7300109863281,279.7699890136719,270.3699951171875,276.4200134277344,610800,-0.6362636583932879,12.601526081197667,1.8751412482145202,,266.2834976196289,-7.998192498870315,587300.0
2024-12-13,269.3399963378906,272.7699890136719,266.45001220703125,271.75,571600,-0.8795549081097809,11.611133831943988,1.8884659111955362,,266.69249725341797,-6.41781270464964,613000.0
2024-12-16,265.5,271.17999267578125,263.7300109863281,267.6000061035156,551300,-1.4257059441974973,10.019887262515748,2.045438177196007,,266.9614974975586,-3.5514345696291083,635820.0
2024-12-17,263.3500061035156,265.6700134277344,258.9599914550781,262.989990234375,581700,-0.8097905448152032,9.128956618047557,0.3592250282774692,,267.0949981689453,5.514239071286053,595860.0
