Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Volatility_5d,MA_5d,Volume_Change,Volume_MA_5d
2024-03-25,419.65606689453125,424.1716107025241,418.41553787360243,422.0180389961963,18060500,,,,,,
2024-03-26,418.4552307128906,422.76234370981615,418.1575158713517,422.3852180529654,16725600,-0.28614769959763864,-0.28614769959763864,,,-7.391268237313476,
2024-03-27,418.2369079589844,421.23404544961727,415.83526074059097,421.2241115258407,16705000,-0.05217350337198834,-0.3381719096899327,,,-0.1231644903620821,
2024-03-28,417.53228759765625,418.6735682140503,415.94440442920035,417.7704594727013,21871200,-0.1684739792015777,-0.5060761572187156,,,30.926070038910503,
2024-04-01,421.3531188964844,424.64797113919235,419.0209183546172,420.7378213676411,16316000,0.915098403721526,0.4043911516664833,,419.0467224121094,-25.39961227550386,17935660.0
2024-04-02,418.246826171875,419.1797063812392,414.6740966771135,416.92688638600043,17912000,-0.7372184007429894,-0.3358084950575657,0.606680534131063,418.76487426757814,9.781809266977204,17905960.0
2024-04-03,417.26434326171875,420.0530500088036,415.91463197146663,416.54979735190346,16502300,-0.2349050485687343,-0.5699247125178886,0.6024453482004746,418.5266967773438,-7.870142920946854,17861300.0
2024-04-04,414.71380615234375,425.4220608182633,414.4061573873391,421.76992047315406,19370900,-0.6112521116560465,-1.1776931473338248,0.6515478826482096,417.82207641601565,17.383031456221243,18394480.0
2024-04-05,422.2959289550781,423.2784485638512,415.1504997519638,416.8276974614869,16544300,1.8282783669731684,0.629053710597316,1.1048966931984276,418.7748046875,-14.59199107940261,17329100.0
2024-04-08,421.3729553222656,424.0425761054586,420.09272093696904,421.9485777283347,14272400,-0.21856086443842182,0.4091179809312395,1.044333801433975,418.7787719726563,-13.732221973731129,16920380.0
2024-04-09,423.0501708984375,424.4991003259259,418.4254750382327,423.20896224870864,12512300,0.398035886021475,0.8087823033329888,0.9627761385025253,419.73944091796875,-12.332193604439334,15840440.0
2024-04-10,420.0530700683594,420.81722505973426,416.5200457584293,418.99116993330387,16216600,-0.7084504477833264,0.09460203370010856,1.0403907435965754,420.29718627929685,29.605268415878783,15783300.0
2024-04-11,424.68768310546875,426.11677503866815,419.1598782170762,422.59368454103424,17966400,1.1033398794954907,1.1989856951602373,1.0140914193822863,422.2919616699219,10.79017796578814,15502400.0
2024-04-12,418.7033386230469,421.9584854811625,416.58947237839413,420.83704242845164,19232100,-1.4091165627084346,-0.22702597356319965,0.9710444911459721,421.5734436035156,7.044816991717884,16039960.0
2024-04-15,410.5059814453125,423.5861130505976,410.29755074964197,423.36777871681545,20273500,-1.957795990997424,-2.180377259151678,1.2620604249287806,419.400048828125,5.414905288554039,17240180.0
2024-04-16,411.43878173828125,415.2298454910269,410.5952462785095,411.42887810136665,16765600,0.22723183951778303,-1.9580999309882885,1.2331559135338301,417.07777099609376,-17.30288307396355,18090840.0
2024-04-17,408.7195739746094,415.70624190109544,407.22100522560083,414.0885872118868,15855500,-0.6609021522432923,-2.606060958644607,1.2318010733236757,414.8110717773437,-5.4283771532185,18018620.0
2024-04-18,401.2069091796875,408.76919927263555,400.88935677884103,407.5187363707615,21029900,-1.8380976281279326,-4.396256642104124,0.9119566793411978,410.1149169921875,32.634732427233445,18631320.0
2024-04-19,396.095947265625,402.4077746386735,394.7561698730406,400.9687488676842,30276500,-1.2738967842085391,-5.614149654323342,0.9034919815361679,405.59343872070315,43.968825339159956,20840200.0
2024-04-22,397.9219970703125,399.7976914523607,392.7514806878664,397.04865981007964,20286900,0.46101198896209006,-5.1790195683459554,0.9745970224377243,403.07664184570314,-32.99456674318366,20842880.0
