Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Volatility_5d,MA_50d,MA_20d,Volume_Change,Volume_MA_5d
2024-08-01,20.6200008392334,20.93000030517578,20.354999542236328,20.700000762939453,6127100,,,,,,,
2024-08-02,20.280000686645508,20.329999923706055,19.700000762939453,19.899999618530273,6057400,-1.648885250969423,-1.648885250969423,,,,-1.1375691599614823,
2024-08-05,20.350000381469727,20.424999237060547,18.15999984741211,18.299999237060547,9786800,0.34516613636168536,-1.3094105081215446,,,,61.567669297058146,
2024-08-06,20.670000076293945,21.075000762939453,20.209999084472656,20.440000534057617,8289600,1.5724800433694508,0.24247931632190856,,,,-15.298156700862386,
2024-08-07,21.209999084472656,22.200000762939453,20.6299991607666,20.6299991607666,19950700,2.612477049760753,2.8612910825719817,,,,140.67144373673037,10042320.0
2024-08-08,22.780000686645508,22.799999237060547,21.260000228881836,21.3700008392334,11618000,7.402176661677529,10.475265564986325,3.382979014607715,,,-41.766454309873836,11140500.0
2024-08-09,22.59000015258789,22.989999771118164,22.364999771118164,22.760000228881836,17900400,-0.8340672885449152,9.553827512975644,3.1729561798158095,,,54.07471165432949,13509100.0
2024-08-12,22.729999542236328,22.799999237060547,22.274999618530273,22.68000030517578,5524000,0.6197405431730418,10.232776998671422,3.134547330991499,,,-69.14035440548815,12656540.0
2024-08-13,22.579999923706055,23.048999786376953,22.5,22.8799991607666,9739100,-0.6599191445276875,9.50532979971268,3.406724398061433,,,76.30521361332367,12946440.0
2024-08-14,22.149999618530273,22.719999313354492,22.030000686645508,22.6299991607666,5531400,-1.9043414819693516,7.4199743793694095,3.730229888574341,,,-43.20419751311723,10062580.0
2024-08-15,22.399999618530273,22.649999618530273,22.059999465942383,22.229999542236328,6793900,1.1286681909956187,8.632389460964983,1.2115281223127954,,,22.824239794627044,9097760.0
2024-08-16,22.450000762939453,22.768999099731445,22.174999237060547,22.5,7597100,0.22321939848524153,8.874878027279888,1.193688006640501,,,11.822370067266231,7037100.0
2024-08-19,23.59000015258789,23.610000610351562,22.40999984741211,22.55500030517578,10911900,5.077948110943287,14.403487839357943,2.6543714618289584,,,43.632438693712075,8114680.0
2024-08-20,22.790000915527344,23.65999984741211,22.739999771118164,23.4950008392334,6028000,-3.3912642301224594,10.523763278249309,3.239566708212256,,,-44.75755826208084,7372460.0
2024-08-21,22.84000015258789,23.190000534057617,22.540000915527344,22.760000228881836,7026400,0.2193911147519101,10.766242594571217,3.022218444341684,,,16.562707365627084,7671460.0
2024-08-22,22.989999771118164,23.520000457763672,22.790000915527344,22.959999084472656,6753500,0.6567408823474841,11.49368979352996,3.0109425239990966,,,-3.883923488557439,7663380.0
