Date,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Volatility_5d,MA_50d,MA_20d,Volume_Change,Volume_MA_5d
2025-03-03,388.489990234375,398.82000732421875,386.1600036621094,398.82000732421875,23007700,,,,,,,
2025-03-04,388.6099853515625,392.5799865722656,381.0,383.3999938964844,29342900,0.03088756987408292,0.03088756987408292,,,,27.535129543587587,
2025-03-05,401.0199890136719,401.6700134277344,388.80999755859375,389.3399963378906,23433100,3.193434067547818,3.2253080116009025,,,,-20.14047691264327,
2025-03-06,396.8900146484375,402.1499938964844,392.67999267578125,394.2799987792969,23304600,-1.0298674575779265,2.162224156404835,,,,-0.5483696139221839,
2025-03-07,393.30999755859375,394.79998779296875,385.5400085449219,392.32000732421875,22034100,-0.9020174249067203,1.2407030928418106,,,,-5.451713395638624,24224480.0
2025-03-10,380.1600036621094,386.3999938964844,377.2200012207031,385.8399963378906,32840100,-3.3434171462995543,-2.144195933398485,2.366979705330214,,,49.042166460168545,26190960.0
2025-03-11,380.45001220703125,386.0,376.9100036621094,379.0,30380200,0.07628591701605014,-2.0695457359128477,2.3691807363977855,,,-7.490537483137993,26398420.0
2025-03-12,383.2699890136719,385.2200012207031,378.95001220703125,382.95001220703125,24253600,0.7412213736784024,-1.3436642775670804,1.5518974281285294,,,-20.166424184172584,26562520.0
2025-03-13,378.7699890136719,385.32000732421875,377.45001220703125,383.1600036621094,20473000,-1.1741070600337244,-2.5019952804547385,1.5564451234340726,,,-15.587789029257515,25996200.0
2025-03-14,388.55999755859375,390.2300109863281,379.510009765625,379.7799987792969,19952800,2.5846843279256015,0.018020367571502938,2.2104294824368846,,,-2.540907536755732,25579940.0
2025-03-17,388.70001220703125,392.7099914550781,385.57000732421875,386.70001220703125,22474300,0.03603424164022595,0.05406110271453102,1.3775341019046181,,,12.637324084840218,23506780.0
2025-03-18,383.5199890136719,387.3699951171875,381.1000061035156,387.07000732421875,19486900,-1.3326532108777878,-1.2793125551844198,1.5999629824532033,,,-13.29251634088715,21328120.0
2025-03-19,387.82000732421875,389.67999267578125,384.0,385.5299987792969,19185500,1.1211979645716852,-0.17245821694197305,1.6422808976634542,,,-1.5466800773853207,20314500.0
2025-03-20,386.8399963378906,391.7900085449219,383.2799987792969,385.739990234375,18470500,-0.25269737708730755,-0.42471979663849524,1.4873333205914259,,,-3.7267728232258768,19914000.0
2025-03-21,391.260009765625,391.739990234375,382.79998779296875,383.2200012207031,39675900,1.142594734147817,0.7130221114780566,1.037018722354622,,,114.80685417287026,23858620.0
2025-03-24,393.0799865722656,395.3999938964844,389.80999755859375,395.3999938964844,21004500,0.4651578902047371,1.181496680293237,1.0436996475869702,,,-47.059802046078346,23564660.0
2025-03-25,395.1600036621094,396.3599853515625,392.6400146484375,393.9200134277344,15775000,0.5291587363635442,1.7169074095604087,0.5736602221832109,,,-24.89704587112286,22822280.0
